id_client,genre,age,permis_conduire,code_regional,ancien_assure,age_vehicule,vehicule_endommage,prime_annuelle,canal_communication,anciennete,reponse_client
189110,male,40,1,28.0,0,1-2 an,oui,53017.0,124.0,191,1
189111,femelle,23,1,21.0,0,< 1 an,no,29455.0,152.0,73,0
189112,femelle,23,1,46.0,1,< 1 an,no,14414.0,152.0,77,0
189113,femelle,27,1,2.0,1,< 1 an,no,28461.0,152.0,146,0
189114,male,25,1,11.0,0,< 1 an,oui,2630.0,156.0,180,0
189115,femelle,58,1,28.0,0,> 2 ans,oui,37974.0,26.0,15,1
189116,femelle,34,1,18.0,0,1-2 an,oui,25783.0,124.0,266,0
189117,male,32,1,28.0,0,< 1 an,oui,30657.0,122.0,132,0
189118,male,26,1,11.0,1,1-2 an,oui,36206.0,156.0,165,0
189119,male,24,1,28.0,1,< 1 an,no,36012.0,152.0,218,0
189120,male,53,1,11.0,1,1-2 an,oui,34288.0,124.0,136,0
189121,femelle,72,1,28.0,0,1-2 an,oui,29799.0,26.0,13,0
189122,femelle,26,1,28.0,1,< 1 an,no,50819.0,151.0,28,0
189123,femelle,28,1,41.0,1,< 1 an,no,23433.0,152.0,262,0
189124,male,60,1,29.0,1,1-2 an,no,27741.0,4.0,283,0
189125,male,39,1,28.0,1,1-2 an,no,27290.0,124.0,294,0
189126,femelle,27,1,8.0,1,< 1 an,no,33293.0,152.0,247,0
189127,male,25,1,33.0,1,< 1 an,no,41022.0,152.0,274,0
189128,male,22,1,30.0,1,< 1 an,oui,2630.0,152.0,87,0
189129,male,24,1,33.0,0,1-2 an,oui,31987.0,26.0,43,0
189130,male,52,1,13.0,1,1-2 an,no,25333.0,156.0,105,0
189131,male,31,1,15.0,1,< 1 an,no,2630.0,152.0,41,0
189132,male,48,1,46.0,0,1-2 an,oui,24182.0,124.0,284,1
189133,femelle,48,1,46.0,1,1-2 an,no,28818.0,11.0,219,0
189134,male,68,1,28.0,0,1-2 an,oui,37351.0,26.0,19,0
189135,femelle,21,1,46.0,0,< 1 an,oui,36375.0,152.0,197,0
189136,femelle,26,1,30.0,1,< 1 an,no,22296.0,152.0,126,0
189137,male,51,1,46.0,0,1-2 an,oui,2630.0,156.0,134,0
189138,femelle,26,1,37.0,0,< 1 an,oui,2630.0,152.0,25,1
189139,male,27,1,29.0,0,1-2 an,oui,2630.0,156.0,39,0
189140,male,45,1,33.0,0,1-2 an,oui,48870.0,138.0,101,0
189141,male,72,1,28.0,0,1-2 an,oui,2630.0,156.0,76,1
189142,male,35,1,8.0,0,1-2 an,oui,55886.0,152.0,287,0
189143,femelle,26,1,28.0,1,< 1 an,no,55349.0,152.0,190,0
189144,femelle,22,1,36.0,1,< 1 an,no,34134.0,152.0,96,0
189145,male,26,1,16.0,1,< 1 an,no,38776.0,152.0,292,0
189146,male,43,1,28.0,0,1-2 an,oui,41953.0,124.0,114,1
189147,male,24,1,28.0,1,< 1 an,no,34625.0,152.0,89,0
189148,male,56,1,10.0,0,1-2 an,oui,2630.0,156.0,236,0
189149,femelle,59,1,8.0,1,1-2 an,no,110640.0,26.0,28,0
189150,male,52,1,13.0,0,1-2 an,oui,27892.0,124.0,26,0
189151,femelle,31,1,28.0,0,1-2 an,oui,54218.0,26.0,249,1
189152,male,28,1,36.0,1,< 1 an,no,34844.0,152.0,86,0
189153,male,54,1,28.0,0,1-2 an,oui,49631.0,122.0,266,1
189154,male,23,1,16.0,1,< 1 an,no,32291.0,152.0,251,0
189155,male,48,1,28.0,0,> 2 ans,oui,39551.0,26.0,197,0
189156,male,72,1,28.0,0,1-2 an,oui,32940.0,124.0,252,0
189157,femelle,35,1,36.0,1,1-2 an,no,35864.0,152.0,103,0
189158,male,20,1,7.0,0,< 1 an,oui,33333.0,160.0,93,0
189159,femelle,41,1,28.0,0,1-2 an,oui,25710.0,122.0,163,0
189160,femelle,26,1,8.0,0,< 1 an,oui,35967.0,152.0,295,0
189161,male,49,1,35.0,0,> 2 ans,oui,52562.0,124.0,62,1
189162,male,53,1,43.0,1,1-2 an,oui,37112.0,26.0,83,0
189163,male,26,1,35.0,1,< 1 an,no,32045.0,152.0,162,0
189164,male,54,1,28.0,0,1-2 an,oui,34731.0,150.0,270,0
189165,femelle,42,1,50.0,0,1-2 an,oui,31122.0,8.0,38,0
189166,femelle,22,1,34.0,0,< 1 an,oui,2630.0,152.0,87,0
189167,male,64,1,28.0,0,1-2 an,no,43458.0,122.0,126,0
189168,male,51,1,37.0,0,1-2 an,oui,47251.0,163.0,245,0
189169,male,67,1,28.0,0,> 2 ans,oui,2630.0,157.0,114,0
189170,femelle,24,1,35.0,1,< 1 an,no,25872.0,152.0,51,0
189171,femelle,22,1,13.0,1,< 1 an,no,40513.0,152.0,229,0
189172,femelle,48,1,40.0,0,1-2 an,oui,35147.0,124.0,135,1
189173,femelle,25,1,29.0,1,< 1 an,no,38903.0,152.0,282,0
189174,femelle,25,1,6.0,1,< 1 an,no,30010.0,152.0,239,0
189175,male,24,1,22.0,1,< 1 an,no,2630.0,152.0,26,0
189176,femelle,28,1,28.0,0,< 1 an,oui,38236.0,152.0,287,0
189177,male,53,1,28.0,0,1-2 an,no,39802.0,124.0,110,0
189178,femelle,63,1,8.0,0,1-2 an,oui,2630.0,124.0,275,0
189179,male,35,1,18.0,0,1-2 an,no,2630.0,157.0,28,0
189180,femelle,24,1,43.0,1,< 1 an,no,31071.0,152.0,60,0
189181,male,75,1,8.0,1,1-2 an,no,43527.0,26.0,208,0
189182,femelle,40,1,28.0,0,1-2 an,oui,46121.0,124.0,149,0
189183,male,24,1,41.0,1,< 1 an,no,57670.0,152.0,285,0
189184,femelle,27,1,50.0,1,< 1 an,no,35550.0,152.0,219,0
189185,male,53,1,28.0,0,> 2 ans,oui,73931.0,26.0,188,1
189186,male,25,1,30.0,1,< 1 an,no,2630.0,152.0,163,0
189187,femelle,43,1,36.0,1,1-2 an,no,27598.0,152.0,117,0
189188,femelle,68,1,28.0,1,1-2 an,no,33365.0,26.0,212,0
189189,femelle,24,1,30.0,1,< 1 an,no,27262.0,152.0,168,0
189190,male,35,1,46.0,1,1-2 an,no,20449.0,4.0,113,0
189191,male,41,1,28.0,1,1-2 an,no,42446.0,30.0,216,0
189192,femelle,48,1,28.0,0,> 2 ans,oui,29079.0,124.0,290,0
189193,male,34,1,8.0,0,1-2 an,oui,40862.0,124.0,283,0
189194,femelle,51,1,28.0,0,1-2 an,oui,48345.0,26.0,199,0
189195,femelle,21,1,15.0,1,< 1 an,no,27921.0,152.0,96,0
189196,male,47,1,28.0,0,1-2 an,oui,21276.0,26.0,126,0
189197,male,28,1,27.0,0,< 1 an,oui,2630.0,152.0,130,0
189198,male,22,1,42.0,0,< 1 an,no,37164.0,26.0,23,0
189199,femelle,24,1,37.0,0,< 1 an,no,39122.0,151.0,182,0
189200,femelle,33,1,29.0,1,1-2 an,no,2630.0,124.0,69,0
189201,male,47,1,28.0,0,1-2 an,oui,36595.0,30.0,105,0
189202,male,71,1,46.0,0,1-2 an,oui,20342.0,26.0,189,0
189203,male,48,1,8.0,1,1-2 an,no,37722.0,124.0,120,0
189204,male,21,1,15.0,0,< 1 an,oui,25220.0,152.0,165,0
189205,male,22,1,30.0,1,< 1 an,oui,38252.0,152.0,295,0
189206,femelle,22,1,35.0,1,< 1 an,no,28758.0,152.0,78,0
189207,male,50,1,28.0,0,1-2 an,oui,33696.0,122.0,159,0
189208,femelle,22,1,44.0,0,< 1 an,oui,30076.0,160.0,190,0
189209,femelle,39,1,46.0,1,1-2 an,no,28688.0,124.0,266,0
189210,male,23,1,41.0,1,< 1 an,no,25984.0,160.0,150,0
189211,femelle,29,1,33.0,1,< 1 an,no,24686.0,151.0,92,0
189212,femelle,58,1,28.0,0,1-2 an,oui,35530.0,122.0,143,0
189213,male,39,1,28.0,1,1-2 an,no,36573.0,122.0,257,0
189214,male,66,1,28.0,1,1-2 an,no,31972.0,26.0,165,0
189215,male,67,1,28.0,1,1-2 an,no,47646.0,122.0,146,0
189216,male,29,1,33.0,1,< 1 an,no,33485.0,152.0,238,0
189217,femelle,24,1,39.0,0,< 1 an,no,2630.0,152.0,220,0
189218,male,69,1,29.0,0,1-2 an,oui,39484.0,26.0,33,0
189219,male,55,1,33.0,0,1-2 an,oui,2630.0,157.0,275,0
189220,femelle,23,1,49.0,0,< 1 an,oui,40222.0,152.0,269,0
189221,femelle,25,1,11.0,1,< 1 an,no,32548.0,152.0,11,0
189222,femelle,23,1,28.0,0,< 1 an,no,79603.0,152.0,249,0
189223,male,21,1,26.0,0,< 1 an,oui,39616.0,160.0,31,0
189224,male,26,1,2.0,1,< 1 an,no,33665.0,152.0,53,0
189225,femelle,23,1,8.0,1,< 1 an,no,43756.0,152.0,126,0
189226,male,49,1,36.0,0,1-2 an,oui,37455.0,154.0,21,1
189227,femelle,43,1,28.0,0,1-2 an,oui,29507.0,25.0,89,0
189228,femelle,36,1,28.0,0,1-2 an,oui,38719.0,152.0,54,1
189229,male,54,1,28.0,0,1-2 an,oui,37173.0,54.0,58,0
189230,male,62,1,43.0,1,1-2 an,no,32117.0,26.0,68,0
189231,femelle,26,1,15.0,1,< 1 an,no,54869.0,152.0,161,0
189232,femelle,32,1,3.0,1,< 1 an,no,20953.0,160.0,250,0
189233,male,22,1,31.0,0,< 1 an,no,2630.0,152.0,126,0
189234,femelle,25,1,12.0,1,< 1 an,no,37281.0,152.0,210,0
189235,male,50,1,28.0,0,1-2 an,oui,22478.0,26.0,228,1
189236,male,41,1,28.0,0,1-2 an,oui,2630.0,31.0,278,0
189237,femelle,27,1,15.0,1,< 1 an,no,39443.0,160.0,32,0
189238,male,53,1,46.0,0,> 2 ans,oui,41579.0,11.0,125,0
189239,femelle,21,1,32.0,1,< 1 an,no,2630.0,152.0,112,0
189240,male,33,1,8.0,1,< 1 an,no,2630.0,152.0,121,0
189241,femelle,23,1,17.0,0,< 1 an,oui,31642.0,152.0,228,0
189242,male,57,1,24.0,0,1-2 an,oui,31638.0,26.0,212,0
189243,femelle,31,1,37.0,1,< 1 an,no,33239.0,152.0,74,0
189244,femelle,29,1,11.0,1,< 1 an,no,31161.0,152.0,222,0
189245,male,24,1,29.0,0,< 1 an,oui,28035.0,152.0,95,1
189246,male,22,1,13.0,1,< 1 an,no,24733.0,152.0,232,0
189247,femelle,23,1,36.0,1,< 1 an,no,30545.0,152.0,122,0
189248,male,43,1,24.0,0,1-2 an,oui,37396.0,124.0,41,1
189249,male,53,1,15.0,1,1-2 an,no,27410.0,124.0,132,0
189250,male,55,1,28.0,1,1-2 an,no,2630.0,26.0,131,0
189251,femelle,67,1,34.0,0,1-2 an,oui,36823.0,124.0,280,0
189252,femelle,53,1,46.0,0,> 2 ans,oui,30538.0,124.0,230,1
189253,femelle,25,1,49.0,1,< 1 an,no,26646.0,152.0,62,0
189254,femelle,28,1,41.0,0,< 1 an,oui,26748.0,153.0,161,0
189255,femelle,77,1,20.0,0,1-2 an,no,2630.0,124.0,285,0
189256,femelle,23,1,47.0,0,< 1 an,oui,36209.0,26.0,145,0
189257,femelle,22,1,30.0,0,< 1 an,oui,19996.0,152.0,178,0
189258,male,53,1,46.0,0,1-2 an,oui,41327.0,122.0,89,1
189259,male,32,1,28.0,1,< 1 an,no,30964.0,152.0,180,0
189260,male,32,1,28.0,0,1-2 an,oui,56385.0,124.0,260,0
189261,male,48,1,41.0,0,1-2 an,no,29261.0,124.0,295,0
189262,femelle,40,1,28.0,1,1-2 an,oui,23947.0,26.0,198,0
189263,femelle,24,1,50.0,0,< 1 an,oui,28188.0,152.0,252,0
189264,male,42,1,28.0,0,1-2 an,oui,34272.0,122.0,123,0
189265,femelle,28,1,21.0,1,< 1 an,no,20756.0,152.0,258,0
189266,male,56,1,28.0,0,1-2 an,oui,35453.0,26.0,263,1
189267,femelle,33,1,28.0,0,1-2 an,oui,2630.0,157.0,81,0
189268,male,60,1,41.0,1,1-2 an,no,37429.0,26.0,228,0
189269,femelle,35,1,30.0,0,1-2 an,oui,2630.0,157.0,145,0
189270,femelle,73,1,9.0,0,1-2 an,no,42324.0,124.0,155,0
189271,femelle,44,1,28.0,1,1-2 an,no,42178.0,26.0,142,0
189272,femelle,45,1,39.0,1,1-2 an,no,43508.0,124.0,177,0
189273,femelle,25,1,25.0,1,< 1 an,no,23652.0,152.0,149,0
189274,male,50,1,8.0,0,1-2 an,oui,33571.0,122.0,33,0
189275,male,61,1,28.0,0,1-2 an,oui,29959.0,124.0,278,1
189276,femelle,23,1,28.0,1,< 1 an,no,54916.0,152.0,63,0
189277,male,49,1,28.0,0,> 2 ans,oui,79477.0,124.0,34,0
189278,male,40,1,28.0,0,1-2 an,oui,34091.0,124.0,226,1
189279,male,25,1,37.0,0,< 1 an,oui,29691.0,152.0,299,0
189280,male,21,1,45.0,0,< 1 an,no,2630.0,160.0,190,0
189281,male,23,1,35.0,1,< 1 an,no,36666.0,152.0,225,0
189282,femelle,25,1,28.0,0,< 1 an,oui,31029.0,152.0,150,1
189283,male,21,1,46.0,1,< 1 an,no,30621.0,160.0,277,0
189284,male,23,1,15.0,1,< 1 an,no,39184.0,152.0,145,0
189285,male,26,1,46.0,1,< 1 an,no,2630.0,160.0,264,0
189286,male,50,1,28.0,0,> 2 ans,oui,46722.0,26.0,56,1
189287,male,23,1,12.0,0,< 1 an,oui,28107.0,26.0,195,1
189288,femelle,62,1,8.0,1,1-2 an,no,26562.0,26.0,89,0
189289,male,24,1,30.0,1,< 1 an,no,41288.0,152.0,224,0
189290,femelle,72,1,28.0,1,1-2 an,no,60242.0,26.0,156,0
189291,male,65,1,28.0,0,1-2 an,oui,38117.0,26.0,31,0
189292,male,78,1,40.0,0,1-2 an,oui,30991.0,26.0,37,0
189293,male,45,1,47.0,1,1-2 an,no,30736.0,26.0,262,0
189294,male,21,1,5.0,0,< 1 an,oui,23028.0,152.0,161,0
189295,male,47,1,28.0,0,1-2 an,oui,39571.0,124.0,28,0
189296,femelle,35,1,8.0,1,1-2 an,no,52195.0,152.0,12,0
189297,femelle,33,1,8.0,1,< 1 an,no,41046.0,152.0,43,0
189298,male,32,1,48.0,0,1-2 an,oui,2630.0,156.0,99,0
189299,femelle,25,1,27.0,0,< 1 an,oui,26375.0,152.0,290,0
189300,male,73,1,37.0,0,1-2 an,oui,14894.0,26.0,114,0
189301,male,43,1,3.0,0,1-2 an,oui,33470.0,124.0,166,0
189302,femelle,24,1,21.0,0,< 1 an,oui,19572.0,152.0,29,0
189303,male,47,1,7.0,1,1-2 an,no,2630.0,29.0,52,0
189304,femelle,64,1,28.0,1,1-2 an,no,60330.0,152.0,194,0
189305,femelle,73,1,28.0,0,1-2 an,oui,44952.0,122.0,15,0
189306,femelle,39,1,28.0,0,1-2 an,oui,22779.0,26.0,221,1
189307,male,65,1,6.0,0,1-2 an,oui,34820.0,26.0,101,0
189308,male,41,1,28.0,1,1-2 an,no,36804.0,26.0,103,0
189309,male,56,1,25.0,1,1-2 an,no,2630.0,26.0,125,0
189310,femelle,24,1,13.0,0,< 1 an,oui,27008.0,152.0,102,0
189311,femelle,60,1,28.0,0,1-2 an,oui,96500.0,122.0,167,0
189312,male,21,1,43.0,0,< 1 an,oui,2630.0,160.0,43,0
189313,femelle,22,1,23.0,0,1-2 an,oui,2630.0,124.0,186,0
189314,male,23,1,36.0,1,< 1 an,no,28625.0,152.0,286,0
189315,male,23,1,6.0,1,< 1 an,no,2630.0,152.0,183,0
189316,male,22,1,41.0,1,< 1 an,no,37769.0,152.0,78,0
189317,male,37,1,3.0,1,1-2 an,no,2630.0,124.0,56,0
189318,male,38,1,50.0,0,1-2 an,oui,34340.0,124.0,95,0
189319,male,60,1,28.0,0,1-2 an,oui,29217.0,26.0,226,0
189320,male,50,1,30.0,1,1-2 an,no,33685.0,155.0,233,0
189321,femelle,46,1,50.0,0,1-2 an,oui,35899.0,30.0,260,1
189322,femelle,44,1,28.0,1,1-2 an,no,36657.0,26.0,159,0
189323,male,28,1,10.0,1,< 1 an,no,24500.0,152.0,29,0
189324,male,51,1,33.0,0,1-2 an,oui,36228.0,26.0,58,0
189325,male,27,1,28.0,0,< 1 an,oui,35904.0,152.0,124,1
189326,male,27,1,8.0,1,< 1 an,no,34681.0,152.0,37,0
189327,male,23,1,47.0,0,< 1 an,no,26509.0,151.0,48,0
189328,male,26,1,49.0,0,< 1 an,oui,31195.0,152.0,95,0
189329,male,63,1,28.0,0,1-2 an,oui,2630.0,122.0,52,0
189330,male,23,1,45.0,1,< 1 an,no,38846.0,152.0,284,0
189331,male,40,1,9.0,1,1-2 an,no,2630.0,26.0,234,0
189332,femelle,28,1,10.0,1,< 1 an,no,25156.0,152.0,192,0
189333,male,41,1,28.0,1,1-2 an,no,2630.0,122.0,274,0
189334,male,67,1,28.0,0,1-2 an,oui,46155.0,124.0,83,0
189335,male,46,1,8.0,0,1-2 an,oui,33298.0,124.0,65,0
189336,femelle,39,1,33.0,0,1-2 an,oui,34083.0,124.0,59,0
189337,femelle,44,1,28.0,0,1-2 an,oui,28870.0,26.0,75,0
189338,male,24,1,28.0,1,< 1 an,no,38395.0,26.0,189,0
189339,femelle,24,1,43.0,1,< 1 an,no,31940.0,160.0,206,0
189340,male,56,1,41.0,1,1-2 an,oui,34463.0,124.0,161,0
189341,femelle,74,1,28.0,0,1-2 an,oui,35978.0,124.0,245,0
189342,male,43,1,8.0,0,1-2 an,oui,24580.0,124.0,144,0
189343,male,23,1,2.0,1,< 1 an,no,24009.0,26.0,29,0
189344,femelle,40,1,28.0,0,1-2 an,no,25338.0,150.0,47,0
189345,femelle,24,1,11.0,1,< 1 an,no,2630.0,152.0,120,0
189346,femelle,25,1,21.0,1,< 1 an,no,30380.0,152.0,32,0
189347,femelle,24,1,49.0,0,< 1 an,oui,34664.0,152.0,298,0
189348,male,44,1,28.0,0,1-2 an,oui,43585.0,26.0,124,1
189349,male,58,1,28.0,0,1-2 an,oui,47086.0,26.0,247,0
189350,femelle,25,1,28.0,1,< 1 an,no,36549.0,152.0,196,0
189351,femelle,43,1,15.0,1,1-2 an,no,23937.0,122.0,264,0
189352,femelle,38,1,28.0,0,1-2 an,no,44532.0,26.0,143,0
189353,male,53,1,8.0,0,1-2 an,oui,37753.0,157.0,218,0
189354,male,21,1,46.0,0,< 1 an,oui,32989.0,124.0,79,0
189355,male,39,1,28.0,0,> 2 ans,oui,41965.0,25.0,35,1
189356,femelle,26,1,8.0,0,1-2 an,oui,2630.0,26.0,227,0
189357,femelle,25,1,8.0,1,< 1 an,no,44449.0,152.0,117,0
189358,male,34,1,6.0,1,1-2 an,no,32252.0,152.0,271,0
189359,femelle,22,1,15.0,1,< 1 an,no,32609.0,26.0,121,0
189360,male,21,1,32.0,1,< 1 an,no,2630.0,152.0,134,0
189361,male,45,1,7.0,1,1-2 an,no,2630.0,124.0,13,0
189362,femelle,53,1,35.0,0,1-2 an,oui,2630.0,157.0,269,1
189363,femelle,23,1,28.0,0,< 1 an,oui,40337.0,152.0,136,0
189364,femelle,23,1,16.0,1,< 1 an,no,23933.0,152.0,69,0
189365,male,47,1,29.0,0,1-2 an,oui,59276.0,124.0,279,0
189366,femelle,25,1,41.0,1,1-2 an,oui,37052.0,26.0,223,0
189367,male,25,1,28.0,1,< 1 an,no,34670.0,152.0,204,0
189368,femelle,59,1,28.0,0,1-2 an,oui,60700.0,26.0,88,0
189369,male,24,1,36.0,0,< 1 an,oui,28857.0,152.0,261,0
189370,femelle,65,1,50.0,0,1-2 an,oui,36794.0,8.0,147,0
189371,femelle,76,1,46.0,0,> 2 ans,oui,37113.0,26.0,210,0
189372,male,27,1,17.0,0,< 1 an,oui,40911.0,152.0,88,0
189373,male,39,1,46.0,0,1-2 an,oui,31044.0,156.0,99,0
189374,femelle,54,1,50.0,1,1-2 an,no,56766.0,8.0,207,0
189375,male,55,1,28.0,0,1-2 an,oui,2630.0,156.0,95,0
189376,femelle,47,1,11.0,1,1-2 an,no,2630.0,152.0,43,0
189377,femelle,24,1,17.0,0,< 1 an,oui,2630.0,152.0,174,0
189378,femelle,28,1,30.0,1,1-2 an,no,25752.0,124.0,135,0
189379,femelle,54,1,25.0,0,1-2 an,oui,2630.0,26.0,161,0
189380,femelle,45,1,28.0,0,1-2 an,no,27327.0,26.0,70,0
189381,male,23,1,15.0,0,< 1 an,oui,53445.0,152.0,31,0
189382,male,61,1,28.0,0,1-2 an,oui,2630.0,122.0,41,0
189383,femelle,39,1,29.0,0,1-2 an,oui,39054.0,26.0,278,0
189384,femelle,24,1,15.0,0,< 1 an,oui,41001.0,152.0,109,0
189385,male,24,1,27.0,0,< 1 an,oui,50159.0,152.0,298,0
189386,male,24,1,28.0,1,< 1 an,no,31862.0,160.0,157,0
189387,male,52,1,13.0,0,1-2 an,oui,24700.0,26.0,137,0
189388,male,23,1,36.0,1,< 1 an,no,24179.0,152.0,196,0
189389,male,70,1,28.0,0,1-2 an,oui,52566.0,26.0,292,0
189390,femelle,26,1,22.0,1,< 1 an,no,2630.0,152.0,157,0
189391,male,72,0,28.0,1,1-2 an,no,22025.0,122.0,100,0
189392,male,76,1,14.0,1,1-2 an,no,32467.0,131.0,71,0
189393,male,41,1,28.0,0,1-2 an,oui,40230.0,26.0,153,0
189394,femelle,25,1,18.0,1,< 1 an,no,21184.0,152.0,177,0
189395,femelle,24,1,21.0,1,< 1 an,no,25333.0,152.0,229,0
189396,male,40,1,36.0,0,1-2 an,oui,36299.0,124.0,63,0
189397,femelle,22,1,29.0,1,< 1 an,no,22635.0,152.0,206,0
189398,femelle,29,1,28.0,0,< 1 an,oui,42072.0,124.0,252,1
189399,male,62,1,36.0,0,1-2 an,oui,37144.0,26.0,103,0
189400,male,43,1,20.0,1,1-2 an,no,2630.0,30.0,196,0
189401,femelle,39,1,47.0,0,1-2 an,oui,28836.0,26.0,34,0
189402,male,64,1,8.0,1,1-2 an,no,26974.0,124.0,185,0
189403,male,30,1,28.0,1,< 1 an,no,25536.0,154.0,120,0
189404,male,60,1,30.0,1,1-2 an,no,27341.0,26.0,195,0
189405,male,47,1,48.0,0,1-2 an,oui,2630.0,124.0,75,0
189406,femelle,58,1,28.0,0,1-2 an,oui,27684.0,158.0,123,1
189407,femelle,28,1,35.0,1,< 1 an,no,2630.0,152.0,18,0
189408,femelle,51,1,28.0,1,1-2 an,no,30882.0,26.0,151,0
189409,male,22,1,11.0,0,< 1 an,oui,19597.0,152.0,25,0
189410,femelle,23,1,28.0,1,< 1 an,no,40378.0,152.0,224,0
189411,femelle,43,1,8.0,0,1-2 an,oui,44582.0,124.0,46,0
189412,male,63,1,28.0,1,1-2 an,no,29014.0,122.0,206,0
189413,male,39,1,28.0,0,1-2 an,oui,35344.0,154.0,39,0
189414,male,56,1,3.0,0,1-2 an,oui,28407.0,124.0,271,0
189415,male,57,1,28.0,1,1-2 an,no,43874.0,26.0,11,0
189416,femelle,24,1,10.0,1,< 1 an,no,31924.0,152.0,107,0
189417,femelle,45,1,28.0,0,1-2 an,oui,35599.0,26.0,171,1
189418,femelle,28,1,8.0,1,< 1 an,no,50895.0,152.0,41,0
189419,male,40,1,13.0,0,1-2 an,oui,24991.0,26.0,139,0
189420,femelle,50,1,28.0,1,1-2 an,no,39576.0,124.0,224,0
189421,male,63,1,18.0,0,1-2 an,oui,25894.0,26.0,67,1
189422,male,23,1,41.0,0,< 1 an,oui,37621.0,154.0,108,0
189423,femelle,56,1,28.0,0,1-2 an,no,2630.0,26.0,154,0
189424,male,61,1,8.0,1,1-2 an,no,59084.0,124.0,14,0
189425,femelle,36,1,15.0,0,1-2 an,oui,29166.0,13.0,149,0
189426,femelle,25,1,15.0,0,< 1 an,oui,32698.0,26.0,258,0
189427,femelle,33,1,35.0,0,< 1 an,oui,23708.0,152.0,267,0
189428,femelle,21,1,3.0,0,< 1 an,oui,32804.0,160.0,180,0
189429,male,32,1,29.0,1,< 1 an,oui,38920.0,152.0,65,0
189430,male,24,1,50.0,1,< 1 an,no,35819.0,152.0,154,0
189431,male,51,1,28.0,0,1-2 an,oui,44814.0,122.0,31,0
189432,femelle,28,1,27.0,0,< 1 an,oui,2630.0,152.0,121,0
189433,femelle,23,1,8.0,0,< 1 an,oui,31893.0,160.0,137,0
189434,male,24,1,21.0,1,< 1 an,no,30279.0,152.0,100,0
189435,male,28,1,28.0,0,1-2 an,oui,58646.0,147.0,257,0
189436,femelle,24,1,8.0,1,< 1 an,no,31225.0,152.0,295,0
189437,male,23,1,19.0,0,< 1 an,oui,36234.0,152.0,261,0
189438,femelle,44,1,28.0,1,1-2 an,no,62682.0,26.0,88,0
189439,male,74,1,33.0,1,1-2 an,no,31276.0,26.0,27,0
189440,femelle,26,1,33.0,1,< 1 an,no,54244.0,151.0,110,0
189441,male,42,1,45.0,0,> 2 ans,oui,2630.0,124.0,281,0
189442,male,72,1,47.0,0,> 2 ans,oui,30560.0,26.0,248,1
189443,male,56,1,18.0,0,1-2 an,oui,26831.0,26.0,31,1
189444,femelle,21,1,17.0,1,< 1 an,no,33932.0,160.0,24,0
189445,male,23,1,33.0,0,< 1 an,oui,2630.0,152.0,289,0
189446,male,66,1,28.0,1,1-2 an,oui,62115.0,124.0,212,0
189447,femelle,22,1,13.0,0,< 1 an,no,24045.0,160.0,141,0
189448,femelle,24,1,39.0,1,< 1 an,oui,30056.0,152.0,138,0
189449,male,42,1,28.0,1,1-2 an,no,30975.0,124.0,209,0
189450,femelle,27,1,26.0,1,< 1 an,no,35253.0,152.0,142,0
189451,femelle,40,1,28.0,0,> 2 ans,oui,42507.0,154.0,255,1
189452,male,44,1,8.0,0,1-2 an,oui,39887.0,7.0,233,0
189453,femelle,23,1,46.0,1,< 1 an,no,24436.0,152.0,164,0
189454,femelle,40,1,41.0,0,1-2 an,oui,29145.0,26.0,117,1
189455,femelle,23,1,30.0,1,< 1 an,no,28635.0,152.0,154,0
189456,femelle,31,1,14.0,1,< 1 an,no,29067.0,152.0,66,0
189457,femelle,27,1,21.0,0,< 1 an,oui,35310.0,152.0,176,0
189458,male,75,1,11.0,1,1-2 an,no,2630.0,26.0,151,0
189459,femelle,51,1,3.0,0,1-2 an,oui,2630.0,124.0,14,1
189460,male,23,1,8.0,1,< 1 an,no,39338.0,152.0,153,0
189461,femelle,52,1,8.0,1,1-2 an,no,86697.0,26.0,86,0
189462,femelle,24,1,10.0,0,< 1 an,no,35511.0,152.0,224,0
189463,male,43,1,6.0,0,1-2 an,oui,29597.0,124.0,99,0
189464,male,23,1,11.0,0,< 1 an,oui,39206.0,26.0,140,1
189465,male,37,1,27.0,0,1-2 an,oui,22421.0,150.0,93,0
189466,male,47,1,41.0,1,1-2 an,no,30050.0,109.0,104,0
189467,femelle,47,1,28.0,0,> 2 ans,oui,2630.0,26.0,175,0
189468,male,24,1,41.0,1,< 1 an,no,37931.0,152.0,186,0
189469,male,30,1,20.0,0,1-2 an,oui,2630.0,157.0,101,0
189470,femelle,21,1,2.0,0,< 1 an,oui,30114.0,160.0,39,0
189471,male,25,1,41.0,1,< 1 an,no,25249.0,152.0,71,0
189472,femelle,30,1,28.0,1,< 1 an,no,22925.0,152.0,256,0
189473,femelle,47,1,28.0,0,1-2 an,oui,24177.0,25.0,146,0
189474,male,49,1,46.0,0,1-2 an,oui,2630.0,26.0,165,0
189475,femelle,49,1,28.0,0,1-2 an,oui,43725.0,8.0,83,0
189476,femelle,33,1,30.0,0,1-2 an,oui,28072.0,157.0,130,1
189477,male,62,1,28.0,1,1-2 an,no,49065.0,26.0,190,0
189478,male,25,1,11.0,1,< 1 an,no,37740.0,152.0,71,0
189479,male,27,1,45.0,1,< 1 an,no,19402.0,152.0,164,0
189480,male,27,1,15.0,1,< 1 an,no,2630.0,152.0,166,0
